rol,recurso,ubicacion,rango_horario,accion,label,interarrival_time,timestamp
Interno,ftp,Externa,larga,subida,normal,0.206,79.001
AnonimoExterno,telnet,Externa,muy_larga,conexion,processtable,0.269,79.27
AnonimoExterno,eco_i,Externa,muy_corta,conexion,ipsweep,0.083,79.354
AnonimoExterno,IRC,Externa,corta,conexion,normal,0.119,79.473
Interno,login,Externa,corta,conexion,satan,0.256,79.729
AnonimoExterno,IRC,Externa,muy_corta,conexion,normal,0.123,79.851
Interno,smtp,Externa,muy_corta,envio,saint,0.017,79.868
AnonimoExterno,telnet,Externa,media,conexion,normal,0.086,79.954
AnonimoExterno,ftp_data,Externa,corta,descarga,normal,0.093,80.047
AnonimoExterno,domain_u,Externa,muy_corta,lectura,normal,0.055,80.102
Interno,telnet,Externa,media,conexion,normal,0.133,80.236
AnonimoExterno,telnet,Externa,media,conexion,normal,0.272,80.508
AnonimoExterno,private,Externa,corta,conexion,normal,0.26,80.768
AnonimoExterno,domain_u,Externa,muy_corta,lectura,normal,0.06,80.828
Interno,smtp,Externa,media,envio,normal,0.012,80.84
Interno,http,Externa,corta,consulta,normal,0.419,81.259
Interno,http,Externa,muy_corta,consulta,normal,0.183,81.441
AnonimoExterno,time,Externa,muy_corta,conexion,normal,0.013,81.455
Interno,http,Externa,muy_corta,consulta,apache2,0.254,81.708
Interno,telnet,Externa,corta,conexion,sendmail,0.204,81.912
AnonimoExterno,imap4,Externa,larga,conexion,imap,0.073,81.985
AnonimoExterno,time,Externa,muy_corta,conexion,portsweep,0.089,82.075
AnonimoExterno,ftp_data,Externa,corta,descarga,normal,0.051,82.126
AnonimoExterno,smtp,Externa,muy_corta,envio,normal,0.006,82.131
AnonimoExterno,icmp,Externa,muy_corta,conexion,normal,0.041,82.172
AnonimoExterno,other,Externa,muy_corta,conexion,normal,0.162,82.335
AnonimoExterno,private,Externa,corta,conexion,normal,0.0,82.335
AnonimoExterno,ntp_u,Externa,muy_corta,conexion,normal,0.041,82.376
AnonimoExterno,ftp,Externa,corta,subida,normal,0.051,82.426
AnonimoExterno,telnet,Externa,muy_larga,conexion,normal,0.077,82.503
Interno,smtp,Externa,corta,envio,normal,0.252,82.756
AnonimoExterno,nnsp,Externa,muy_corta,conexion,nmap,0.043,82.798
AnonimoExterno,ftp,Externa,corta,subida,normal,0.043,82.841
AnonimoExterno,time,Externa,muy_corta,conexion,normal,0.134,82.975
AnonimoExterno,private,Externa,corta,conexion,normal,0.06,83.035
Interno,smtp,Externa,corta,envio,normal,0.025,83.06
AnonimoExterno,icmp,Externa,muy_corta,conexion,normal,0.06,83.121
AnonimoExterno,rje,Externa,muy_corta,conexion,neptune,0.015,83.136
Interno,smtp,Externa,media,envio,normal,0.019,83.155
AnonimoExterno,finger,Externa,corta,conexion,normal,0.069,83.224
AnonimoExterno,IRC,Externa,corta,conexion,normal,0.054,83.278
AnonimoExterno,icmp,Externa,muy_corta,conexion,normal,0.246,83.525
AnonimoExterno,gopher,Externa,muy_corta,conexion,neptune,0.045,83.57
Interno,http,Externa,larga,consulta,normal,0.087,83.657
AnonimoExterno,finger,Externa,media,conexion,normal,0.1,83.757
AnonimoExterno,eco_i,Externa,muy_corta,conexion,normal,0.001,83.758
AnonimoExterno,private,Externa,corta,conexion,normal,0.109,83.867
Interno,http,Externa,muy_larga,consulta,normal,0.02,83.887
AnonimoExterno,finger,Externa,muy_corta,conexion,normal,0.325,84.211
AnonimoExterno,other,Externa,muy_corta,conexion,httptunnel,0.016,84.227
AnonimoExterno,remote_job,Externa,corta,conexion,normal,0.054,84.281
AnonimoExterno,auth,Externa,corta,conexion,normal,0.009,84.29
Interno,http,Externa,muy_corta,consulta,normal,0.577,84.867
AnonimoExterno,tim_i,Externa,muy_corta,conexion,normal,0.07,84.936
Interno,smtp,Externa,media,envio,normal,0.09,85.027
AnonimoExterno,IRC,Externa,corta,conexion,normal,0.007,85.034
AnonimoExterno,remote_job,Externa,corta,conexion,normal,0.139,85.172
AnonimoExterno,uucp,Externa,muy_corta,conexion,neptune,0.024,85.196
Interno,http,Externa,muy_larga,consulta,normal,0.228,85.424
AnonimoExterno,ecr_i,Externa,muy_corta,conexion,normal,0.023,85.447
AnonimoExterno,domain_u,Externa,muy_corta,lectura,normal,0.021,85.468
InternoPrivilegiado,ftp,Externa,media,subida,ps,0.004,85.472
AnonimoExterno,domain_u,Externa,corta,lectura,normal,0.064,85.536
Interno,http,Externa,media,consulta,normal,0.083,85.619
AnonimoExterno,ftp_data,Externa,muy_corta,descarga,normal,0.007,85.626
Interno,telnet,Externa,muy_larga,conexion,normal,0.149,85.775
Interno,smtp,Externa,corta,envio,normal,0.06,85.836
Interno,pop_3,Externa,muy_corta,conexion,normal,0.074,85.91
AnonimoExterno,link,Externa,corta,conexion,normal,0.058,85.968
AnonimoExterno,private,Externa,corta,conexion,normal,0.051,86.019
InternoPrivilegiado,ftp,Externa,media,subida,normal,0.082,86.101
AnonimoExterno,tftp_u,Externa,muy_corta,conexion,normal,0.017,86.118
AnonimoExterno,private,Externa,corta,conexion,normal,0.02,86.138
AnonimoExterno,finger,Externa,muy_corta,conexion,normal,0.198,86.336
AnonimoExterno,tftp_u,Externa,muy_corta,conexion,normal,0.292,86.628
AnonimoExterno,IRC,Externa,corta,conexion,normal,0.047,86.675
AnonimoExterno,other,Externa,muy_corta,conexion,normal,0.032,86.707
AnonimoExterno,other,Externa,muy_larga,conexion,snmpgetattack,0.103,86.81
AnonimoExterno,ftp_data,Externa,corta,descarga,normal,0.053,86.862
AnonimoExterno,uucp,Externa,muy_corta,conexion,saint,0.003,86.865
Interno,telnet,Externa,corta,conexion,sqlattack,0.017,86.882
AnonimoExterno,IRC,Externa,corta,conexion,normal,0.126,87.008
AnonimoExterno,http,Externa,muy_corta,consulta,portsweep,0.108,87.115
AnonimoExterno,telnet,Externa,larga,conexion,normal,0.003,87.118
AnonimoExterno,ftp_data,Externa,corta,descarga,normal,0.025,87.143
AnonimoExterno,tftp_u,Externa,muy_corta,conexion,normal,0.026,87.17
AnonimoExterno,other,Externa,muy_corta,conexion,normal,0.111,87.281
AnonimoExterno,IRC,Externa,media,conexion,normal,0.002,87.283
Interno,telnet,Externa,larga,conexion,normal,0.011,87.294
AnonimoExterno,ntp_u,Externa,muy_corta,conexion,normal,0.161,87.455
AnonimoExterno,ntp_u,Externa,muy_corta,conexion,normal,0.02,87.475
AnonimoExterno,other,Externa,muy_larga,conexion,normal,0.106,87.58
AnonimoExterno,link,Externa,corta,conexion,normal,0.027,87.608
InternoPrivilegiado,ftp,Externa,media,subida,warezmaster,0.01,87.618
AnonimoExterno,other,Externa,muy_larga,conexion,normal,0.028,87.646
Interno,pop_3,Externa,corta,conexion,normal,0.128,87.774
AnonimoExterno,auth,Externa,muy_corta,conexion,normal,0.194,87.968
Interno,ftp,Externa,larga,subida,normal,0.177,88.145
AnonimoExterno,telnet,Externa,larga,conexion,normal,0.051,88.195
AnonimoExterno,smtp,Externa,muy_corta,envio,normal,0.11,88.306
AnonimoExterno,IRC,Externa,muy_corta,conexion,normal,0.023,88.329
Interno,pop_3,Externa,corta,conexion,normal,0.035,88.363
Interno,telnet,Externa,media,conexion,normal,0.227,88.59
Interno,ftp,Externa,larga,subida,normal,0.001,88.591
AnonimoExterno,urp_i,Externa,muy_corta,conexion,snmpguess,0.009,88.6
AnonimoExterno,http,Externa,muy_corta,consulta,neptune,0.023,88.624
InternoPrivilegiado,ftp,Externa,media,subida,rootkit,0.003,88.626
Interno,ftp,Externa,larga,subida,normal,0.02,88.646
AnonimoExterno,remote_job,Externa,corta,conexion,normal,0.087,88.734
Interno,telnet,Externa,muy_larga,conexion,normal,0.055,88.789
AnonimoExterno,domain_u,Externa,larga,lectura,normal,0.223,89.012
Interno,ftp,Externa,larga,subida,normal,0.17,89.182
Interno,pop_3,Externa,corta,conexion,normal,0.042,89.224
AnonimoExterno,ftp,Externa,corta,subida,normal,0.03,89.254
Interno,telnet,Externa,muy_larga,conexion,normal,0.048,89.301
Interno,telnet,Externa,larga,conexion,multihop,0.089,89.391
AnonimoExterno,private,Externa,larga,conexion,normal,0.031,89.422
AnonimoExterno,telnet,Externa,muy_larga,conexion,normal,0.098,89.52
AnonimoExterno,X11,Externa,muy_corta,conexion,normal,0.053,89.572
AnonimoExterno,domain_u,Externa,muy_corta,lectura,normal,0.08,89.653
AnonimoExterno,icmp,Externa,muy_corta,conexion,normal,0.057,89.71
AnonimoExterno,finger,Local,muy_corta,conexion,land,0.035,89.745
AnonimoExterno,vmnet,Externa,muy_corta,conexion,neptune,0.297,90.041
AnonimoExterno,finger,Externa,media,conexion,normal,0.144,90.186
Interno,http,Externa,media,consulta,normal,0.015,90.201
AnonimoExterno,smtp,Externa,muy_larga,envio,normal,0.203,90.404
Invitado,ftp,Externa,larga,subida,normal,0.067,90.47
AnonimoExterno,http,Externa,muy_corta,consulta,normal,0.225,90.695
Invitado,ftp,Externa,media,subida,normal,0.161,90.856
AnonimoExterno,ftp_data,Externa,media,descarga,normal,0.055,90.912
Interno,http,Externa,muy_larga,consulta,normal,0.002,90.914
AnonimoExterno,IRC,Externa,media,conexion,normal,0.031,90.945
Interno,http,Externa,muy_larga,consulta,normal,0.078,91.023
AnonimoExterno,tftp_u,Externa,muy_corta,conexion,normal,0.1,91.123
AnonimoExterno,bgp,Externa,muy_corta,conexion,satan,0.03,91.153
AnonimoExterno,time,Externa,muy_corta,conexion,normal,0.015,91.168
Interno,pop_3,Externa,corta,conexion,normal,0.18,91.348
AnonimoExterno,icmp,Externa,muy_corta,conexion,normal,0.416,91.765
AnonimoExterno,link,Externa,corta,conexion,normal,0.075,91.839
AnonimoExterno,ecr_i,Externa,muy_corta,conexion,normal,0.019,91.858
AnonimoExterno,remote_job,Externa,corta,conexion,normal,0.032,91.89
Invitado,ftp,Externa,larga,subida,normal,0.002,91.892
AnonimoExterno,X11,Externa,muy_larga,conexion,normal,0.246,92.137
InternoPrivilegiado,ftp,Externa,media,subida,normal,0.013,92.15
AnonimoExterno,private,Externa,corta,conexion,normal,0.086,92.236
AnonimoExterno,netbios_dgm,Externa,muy_corta,conexion,neptune,0.032,92.268
Interno,telnet,Externa,muy_larga,conexion,xterm,0.081,92.349
AnonimoExterno,auth,Externa,corta,conexion,normal,0.105,92.454
Interno,telnet,Externa,muy_larga,conexion,httptunnel,0.177,92.631
AnonimoExterno,domain_u,Externa,muy_corta,lectura,normal,0.023,92.654
AnonimoExterno,discard,Externa,muy_corta,conexion,neptune,0.001,92.655
AnonimoExterno,telnet,Externa,larga,conexion,normal,0.015,92.67
AnonimoExterno,ftp,Externa,muy_corta,subida,guess_passwd,0.23,92.9
AnonimoExterno,ftp,Externa,corta,subida,normal,0.207,93.107
AnonimoExterno,tim_i,Externa,muy_corta,conexion,normal,0.091,93.198
AnonimoExterno,uucp,Externa,muy_corta,conexion,nmap,0.092,93.29
Interno,telnet,Externa,muy_larga,conexion,normal,0.109,93.399
AnonimoExterno,other,Externa,muy_larga,conexion,normal,0.019,93.419
AnonimoExterno,icmp,Externa,muy_corta,conexion,normal,0.246,93.664
AnonimoExterno,time,Externa,muy_corta,conexion,normal,0.054,93.719
AnonimoExterno,auth,Externa,muy_corta,conexion,normal,0.048,93.767
Interno,http,Externa,muy_corta,consulta,normal,0.073,93.84
AnonimoExterno,finger,Externa,corta,conexion,normal,0.005,93.845
AnonimoExterno,remote_job,Externa,corta,conexion,normal,0.018,93.863
Interno,telnet,Externa,corta,conexion,normal,0.134,93.997
AnonimoExterno,IRC,Externa,corta,conexion,normal,0.009,94.006
AnonimoExterno,private,Externa,corta,conexion,normal,0.092,94.098
Interno,telnet,Externa,larga,conexion,ps,0.028,94.126
AnonimoExterno,IRC,Externa,media,conexion,normal,0.049,94.176
AnonimoExterno,telnet,Externa,larga,conexion,normal,0.034,94.21
AnonimoExterno,private,Externa,larga,conexion,normal,0.044,94.254
AnonimoExterno,telnet,Externa,muy_larga,conexion,normal,0.127,94.381
AnonimoExterno,private,Externa,corta,conexion,normal,0.035,94.416
Interno,smtp,Externa,media,envio,normal,0.084,94.499
AnonimoExterno,IRC,Externa,muy_corta,conexion,normal,0.065,94.564
AnonimoExterno,printer,Externa,muy_corta,conexion,portsweep,0.109,94.673
AnonimoExterno,IRC,Externa,muy_corta,conexion,normal,0.276,94.949
Interno,http,Externa,muy_larga,consulta,normal,0.132,95.081
AnonimoExterno,ftp_data,Externa,muy_corta,descarga,xterm,0.024,95.105
Interno,http,Externa,larga,consulta,normal,0.003,95.109
Interno,telnet,Externa,media,conexion,normal,0.03,95.139
AnonimoExterno,time,Externa,muy_corta,conexion,normal,0.09,95.229
AnonimoExterno,urp_i,Externa,muy_corta,conexion,normal,0.005,95.235
Interno,smtp,Externa,muy_corta,envio,normal,0.069,95.303
AnonimoExterno,IRC,Externa,muy_corta,conexion,normal,0.091,95.394
AnonimoExterno,private,Externa,muy_corta,conexion,normal,0.041,95.435
AnonimoExterno,IRC,Externa,media,conexion,normal,0.147,95.582
AnonimoExterno,iso_tsap,Externa,muy_corta,conexion,portsweep,0.011,95.593
AnonimoExterno,other,Externa,muy_larga,conexion,normal,0.008,95.601
AnonimoExterno,icmp,Externa,muy_corta,conexion,normal,0.13,95.731
InternoPrivilegiado,ftp,Externa,media,subida,normal,0.068,95.8
AnonimoExterno,other,Externa,muy_larga,conexion,normal,0.117,95.917
AnonimoExterno,private,Externa,muy_corta,conexion,normal,0.057,95.974
Interno,smtp,Externa,muy_corta,envio,normal,0.028,96.002
AnonimoExterno,ftp_data,Externa,corta,descarga,normal,0.171,96.173
AnonimoExterno,ftp,Externa,muy_larga,subida,normal,0.161,96.333
Interno,http,Externa,muy_larga,consulta,normal,0.119,96.452
Interno,http,Externa,larga,consulta,normal,0.032,96.484
AnonimoExterno,telnet,Externa,media,conexion,normal,0.089,96.573
AnonimoExterno,urp_i,Externa,muy_corta,conexion,normal,0.045,96.618
Interno,smtp,Externa,larga,envio,normal,0.01,96.628
AnonimoExterno,domain_u,Externa,muy_corta,lectura,normal,0.249,96.877
AnonimoExterno,shell,Externa,muy_corta,conexion,neptune,0.015,96.891
Invitado,ftp,Externa,larga,subida,normal,0.3,97.192
AnonimoExterno,eco_i,Externa,muy_corta,conexion,normal,0.059,97.251
